Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,FETCH_SIZE,WRITE_SIZE,SQ_WAVES,SQ_INSTS_VALU,GRBM_GUI_ACTIVE
294,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,439,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.8750000000,0.0000000000,628,159120,24836
295,"kernel_phase3(int*, int, int) [clone .kd]",2,0,810,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98667.4375000000,93720.0000000000,98596,28716480,321904
296,"kernel_phase1(int*, int, int) [clone .kd]",2,0,815,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,34496
297,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,445,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.0625000000,0.0000000000,628,177216,25700
298,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,445,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.3750000000,0.0000000000,628,159120,25748
299,"kernel_phase3(int*, int, int) [clone .kd]",2,0,821,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98670.6250000000,93711.8750000000,98596,28716480,321673
300,"kernel_phase1(int*, int, int) [clone .kd]",2,0,826,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36440
301,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,451,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3750000000,0.0000000000,628,177216,24980
302,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,451,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.4375000000,0.0000000000,628,159120,25124
303,"kernel_phase3(int*, int, int) [clone .kd]",2,0,832,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98669.3750000000,93706.2500000000,98596,28716480,325671
304,"kernel_phase1(int*, int, int) [clone .kd]",2,0,837,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36252
305,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,457,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.5625000000,0.0000000000,628,177216,26724
306,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,457,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.0625000000,0.0000000000,628,159120,24852
307,"kernel_phase3(int*, int, int) [clone .kd]",2,0,843,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98674.0625000000,93702.6250000000,98596,28716480,325253
308,"kernel_phase1(int*, int, int) [clone .kd]",2,0,848,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36373
309,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,463,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.8125000000,0.0000000000,628,177216,25456
310,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,463,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.8125000000,0.0000000000,628,159120,24624
311,"kernel_phase3(int*, int, int) [clone .kd]",2,0,854,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98679.8750000000,93710.4375000000,98596,28716480,323496
312,"kernel_phase1(int*, int, int) [clone .kd]",2,0,859,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36064
313,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,469,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.5625000000,0.0000000000,628,177216,26769
314,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,469,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,674.3125000000,0.0000000000,628,159120,25281
315,"kernel_phase3(int*, int, int) [clone .kd]",2,0,865,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98667.6250000000,93720.0000000000,98596,28716480,323265
316,"kernel_phase1(int*, int, int) [clone .kd]",2,0,870,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36617
317,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,475,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.4375000000,0.0000000000,628,177216,25537
318,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,475,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.8125000000,0.0000000000,628,159120,26136
319,"kernel_phase3(int*, int, int) [clone .kd]",2,0,876,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98654.3750000000,93703.6250000000,98596,28716480,322849
320,"kernel_phase1(int*, int, int) [clone .kd]",2,0,881,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35452
321,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,481,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.8750000000,0.0000000000,628,177216,26268
322,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,481,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.2500000000,0.0000000000,628,159120,26108
323,"kernel_phase3(int*, int, int) [clone .kd]",2,0,887,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98675.5000000000,93713.1250000000,98596,28716480,324628
324,"kernel_phase1(int*, int, int) [clone .kd]",2,0,892,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36260
325,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,487,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,653.9375000000,0.0000000000,628,177216,25928
326,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,487,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.1250000000,0.0000000000,628,159120,25337
327,"kernel_phase3(int*, int, int) [clone .kd]",2,0,898,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.6250000000,93696.7500000000,98596,28716480,321553
328,"kernel_phase1(int*, int, int) [clone .kd]",2,0,903,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37040
329,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,493,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.2500000000,0.0000000000,628,177216,27001
330,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,493,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,676.9375000000,0.0000000000,628,159120,25776
331,"kernel_phase3(int*, int, int) [clone .kd]",2,0,909,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98680.5000000000,93736.4375000000,98596,28716480,326449
332,"kernel_phase1(int*, int, int) [clone .kd]",2,0,914,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37449
333,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,499,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3750000000,0.0000000000,628,177216,26020
334,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,499,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.5000000000,0.0000000000,628,159120,25396
335,"kernel_phase3(int*, int, int) [clone .kd]",2,0,920,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.3125000000,93684.6875000000,98596,28716480,325660
336,"kernel_phase1(int*, int, int) [clone .kd]",2,0,925,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36228
337,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,505,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,656.2500000000,0.0000000000,628,177216,25888
338,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,505,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,678.0625000000,0.0000000000,628,159120,24776
339,"kernel_phase3(int*, int, int) [clone .kd]",2,0,931,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98669.8750000000,93716.8125000000,98596,28716480,324856
340,"kernel_phase1(int*, int, int) [clone .kd]",2,0,936,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36064
341,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,511,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.6875000000,0.0000000000,628,177216,26484
342,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,511,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.4375000000,0.0000000000,628,159120,26396
343,"kernel_phase3(int*, int, int) [clone .kd]",2,0,942,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98671.0625000000,93714.6875000000,98596,28716480,322589
344,"kernel_phase1(int*, int, int) [clone .kd]",2,0,947,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35500
345,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,517,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,26109
346,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,517,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.5000000000,0.0000000000,628,159120,26604
347,"kernel_phase3(int*, int, int) [clone .kd]",2,0,953,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98674.4375000000,93702.6250000000,98596,28716480,324000
348,"kernel_phase1(int*, int, int) [clone .kd]",2,0,958,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,34692
349,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,523,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.0000000000,0.0000000000,628,177216,26976
350,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,523,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.4375000000,0.0000000000,628,159120,26192
351,"kernel_phase3(int*, int, int) [clone .kd]",2,0,964,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98681.1875000000,93709.8125000000,98596,28716480,324904
352,"kernel_phase1(int*, int, int) [clone .kd]",2,0,969,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35640
353,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,529,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.5000000000,0.0000000000,628,177216,26093
354,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,529,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.7500000000,0.0000000000,628,159120,25765
355,"kernel_phase3(int*, int, int) [clone .kd]",2,0,975,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98682.8750000000,93715.1875000000,98596,28716480,323341
356,"kernel_phase1(int*, int, int) [clone .kd]",2,0,980,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36596
357,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,535,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.8125000000,0.0000000000,628,177216,26992
358,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,535,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.0000000000,0.0000000000,628,159120,25368
359,"kernel_phase3(int*, int, int) [clone .kd]",2,0,986,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98690.1875000000,93712.0000000000,98596,28716480,326856
360,"kernel_phase1(int*, int, int) [clone .kd]",2,0,991,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35856
361,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,541,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.4375000000,0.0000000000,628,177216,25804
362,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,541,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.9375000000,0.0000000000,628,159120,24748
363,"kernel_phase3(int*, int, int) [clone .kd]",2,0,997,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98669.0625000000,93715.5625000000,98596,28716480,324604
364,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1002,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36260
365,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,547,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.7500000000,0.0000000000,628,177216,25689
366,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,547,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.8750000000,0.0000000000,628,159120,25017
367,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1008,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98669.5000000000,93704.8750000000,98596,28716480,323641
368,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1013,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37057
369,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,553,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3125000000,0.0000000000,628,177216,26476
370,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,553,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.5625000000,0.0000000000,628,159120,25660
371,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1019,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98685.8125000000,93720.6250000000,98596,28716480,322868
372,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1024,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35652
373,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,559,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.8125000000,0.0000000000,628,177216,27169
374,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,559,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.4375000000,0.0000000000,628,159120,25545
375,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1030,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98665.5000000000,93713.9375000000,98596,28716480,322732
376,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1035,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35865
377,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,565,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.5625000000,0.0000000000,628,177216,26796
